,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50
cell_457,-6.50515,-3.133153,-7.6128974,-2.3326209,3.2349296,-0.17186072,-1.8744305,-4.077053,6.0775676,-4.7007008,-9.949952,-15.174099,3.1959267,4.303654,-13.321844,9.962646,1.7798957,-7.497003,-5.0263786,17.31647,2.5775805,0.7367404,-9.049491,17.880524,-8.780561,-4.191247,9.878026,-19.229725,-5.2766986,-4.8236923,-0.7371169,0.6881563,8.413142,4.6984663,10.234472,6.400173,-3.7592337,-0.19474036,17.808855,-11.500336,-7.1100087,5.8579426,0.47135332,-24.151987,-8.094454,13.836739,8.194331,0.8175944,-11.110463,-9.195471
cell_458,-5.827605,-5.1150527,-14.752911,10.205542,12.380299,-0.64998865,-1.2195958,-6.816447,12.675619,-1.0048429,-15.335208,-15.882398,11.835585,11.587529,-10.871785,10.567486,-6.0565042,-2.4446096,-4.690198,17.078714,6.708401,9.939691,-4.7348633,14.120928,-10.771905,-4.713369,11.266251,-21.90438,-1.7428938,2.040746,5.3694916,-6.188624,12.394352,8.8691225,15.130316,10.455106,1.6104277,4.6009836,18.005089,-12.4337845,-13.962259,5.12558,8.244383,-32.269363,-1.682926,24.289688,11.5968895,3.7685492,-15.4710455,-8.396858
cell_459,-7.391002,-5.4985623,-10.041842,1.9648337,7.823366,0.029947462,-2.096519,-5.274137,10.467614,-3.6319335,-14.872633,-13.125461,5.896741,4.537099,-13.261414,11.9419985,-1.1025677,-2.3572497,-5.24445,17.727436,3.0407507,4.3498807,-8.69398,17.739925,-12.09082,-5.1417985,8.4233265,-24.407413,-2.4809055,-2.5954776,2.7175326,-4.426631,9.314849,7.1307993,13.835463,6.4788914,-2.7573817,4.6391945,20.243324,-12.294448,-10.332287,5.170793,2.321118,-28.45765,-1.7935902,21.528309,10.848951,3.2570138,-12.790849,-12.4221945
cell_460,-2.1442893,-4.3049707,-13.137861,7.957119,4.141153,-9.069301,-0.38269198,-8.267872,1.9461883,-0.9338369,-22.976385,-13.769433,13.633071,7.4877048,-16.90011,15.181205,1.7066257,-9.467953,-1.0201037,22.646948,12.857262,14.096385,2.894349,21.154812,-15.938664,-12.394124,8.572583,-19.871483,2.5791695,-1.738198,9.779939,-6.6028385,14.220668,0.23422638,14.518258,14.475835,7.262125,-2.2026231,22.379074,-12.345207,-18.283457,1.076981,13.571581,-34.9208,-5.0851364,22.047049,6.9130626,3.310662,-17.150194,-7.7468963
cell_461,-6.6298037,-5.1019883,-10.948674,4.548406,5.0822816,-4.057151,-3.8806083,-3.9693263,7.1327534,-0.943359,-11.643024,-11.922475,6.7456326,5.5567207,-11.479631,10.64398,0.26885977,-4.3248105,-4.6384463,17.699507,4.3598585,6.8867855,-7.1236095,15.444743,-10.03425,-4.1881766,9.675853,-19.486612,-2.224261,0.8655749,2.9881334,-3.6600995,8.367202,5.634494,9.836138,10.170704,-0.6275116,2.3951044,16.6658,-8.12935,-12.033131,3.999837,2.844323,-26.637789,-4.721577,21.204912,8.540687,2.9159472,-15.134831,-9.011521
cell_462,-8.810809,-4.904093,-8.90481,-3.2947924,-1.0334156,-4.387589,-1.3784784,-2.3808537,4.1397166,-4.02284,-7.6527085,-17.65497,1.3433416,5.043516,-15.217447,13.579684,7.5390606,-12.240236,-5.985562,23.889898,3.0682733,3.797997,-11.48434,21.952702,-11.763155,-6.0482674,14.141592,-17.969315,-4.7824845,-1.8428689,0.3996545,1.8749439,7.6752257,1.5078176,9.092732,11.667738,-1.7116019,-0.10759417,20.441608,-10.560365,-11.64998,5.1275134,-0.2822535,-26.84645,-13.010788,18.69524,7.357936,1.1329005,-17.046886,-10.742179
cell_463,-10.19827,-5.1595654,-16.126427,3.919281,9.302622,-2.738881,-1.0208656,-7.848086,9.934972,-1.240683,-10.83454,-18.406715,9.725185,8.402238,-14.4384775,6.417425,-0.46254632,-3.6420717,-2.7560885,19.401045,1.5595671,7.399576,-12.087158,18.246143,-12.923693,-6.7621193,16.802456,-21.581997,1.2230922,-2.22198,-3.600146,-3.2907028,13.457632,9.485445,14.852911,11.890825,-4.274767,1.3648502,19.655184,-12.662993,-17.026665,7.0801144,1.0419931,-28.399075,-6.1018686,19.930056,12.134425,1.345827,-14.643238,-10.582878
cell_464,-8.16919,-5.82529,-12.263087,5.0161314,7.4524307,-2.7637715,-1.8322595,-7.7892323,10.405549,-2.8806703,-16.318941,-13.242128,7.904971,7.1212745,-12.397321,11.330358,-3.580903,-2.0785499,-3.9288237,17.88865,2.8498714,8.526654,-5.7946653,18.569054,-13.1772,-4.5357614,10.585593,-22.995262,-1.4251012,-0.3610058,2.8990734,-5.1069593,10.740585,8.443594,14.145231,9.451817,-1.1680613,4.8530555,20.07756,-12.777566,-13.585238,6.030864,4.4281735,-30.121885,-2.2989688,23.87508,10.86153,3.388964,-14.590522,-12.011396
cell_465,-5.9244256,-5.7331724,-16.969896,7.804221,13.16039,-4.3098783,-0.6324314,-11.228034,10.571596,-1.8117559,-18.999424,-14.435698,12.796466,10.737698,-12.702976,9.626486,-5.349263,1.5572423,-2.2273977,17.775093,5.0261874,9.219999,-4.918853,18.23421,-13.139323,-6.2519665,13.768582,-22.784342,2.1289487,0.001042381,3.419428,-8.008454,13.430069,9.1604595,16.766356,11.936019,1.592321,1.9036119,19.25937,-14.743888,-17.581738,7.4468446,7.200646,-32.836132,-2.0572016,25.636414,10.986891,3.6014948,-14.331538,-8.777267
cell_466,-8.374715,-5.171065,-6.48071,-3.5882163,2.6756508,1.0134758,-2.3082676,-4.519717,7.478916,-5.6055393,-10.279838,-14.005764,4.3023148,6.5271654,-14.68391,11.204495,0.3679655,-9.379269,-6.3126025,19.08643,5.2107315,3.0734067,-5.878061,19.97616,-10.351995,-4.660086,9.352494,-21.410843,-6.3892016,-4.74966,2.5810966,-2.3165438,8.158591,6.1187887,9.942928,9.439098,-2.0209877,0.33212423,19.433836,-10.8211565,-9.038637,7.5059485,3.269764,-27.65282,-8.033113,15.614117,9.570571,1.9752829,-13.113871,-12.088597
cell_467,-11.396972,-4.663639,-10.215868,0.20671257,1.8005496,0.8900648,1.4980496,-3.1114945,10.286176,-5.9076204,-11.832316,-16.96578,3.8677757,5.293022,-16.511312,12.471186,4.571419,-7.266314,-1.7531939,21.009514,1.703492,2.41286,-9.807823,20.272572,-14.150403,-3.062438,11.564545,-22.010004,-6.5142865,-4.2951984,0.27722463,0.45998433,10.661363,5.398455,12.705196,7.8841457,-5.4786253,1.5031575,19.90574,-11.456407,-8.056592,2.9905734,3.4715796,-27.7134,-7.7774863,18.87203,11.646815,3.965495,-14.377509,-13.128955
cell_468,-8.485952,-5.3535786,-6.493671,-3.9166486,2.4253204,-3.9417834,-1.766795,-4.0757556,5.425161,-1.8640853,-8.630253,-14.419838,3.6774745,4.3603086,-13.490618,9.388548,3.6039052,-8.037568,-4.357188,18.210901,2.1550033,1.7284361,-9.421633,20.304127,-10.943622,-6.125257,11.145321,-21.964598,-2.3576503,-5.72301,-3.6141071,-3.537726,7.0659685,4.705075,10.018786,9.52555,-3.6670399,1.4482164,19.11069,-10.592326,-12.345493,7.421958,-1.4470848,-24.34492,-9.559559,15.536042,8.059261,2.1077604,-13.298758,-10.752163
cell_469,-6.288791,-4.822319,-13.622029,7.4422097,8.628635,-3.8462756,-1.3242999,-6.3463583,6.552976,-1.4005189,-19.530668,-12.663406,11.007657,6.720548,-14.491315,12.724345,-3.5540621,-4.365314,-2.276573,17.732088,6.907348,12.43036,0.9344337,19.260668,-12.736986,-7.3692775,9.213092,-22.81584,-1.3625325,-0.76834524,6.3933444,-7.900844,11.368932,5.677875,14.033468,12.20214,2.66962,0.678886,20.644438,-13.202139,-14.67624,2.712506,9.744961,-33.029617,0.109122194,21.464334,10.252176,3.7691042,-15.85101,-9.444733
cell_470,-10.31693,-4.9234715,-14.436465,6.3481183,8.297362,0.40542024,-2.2435393,-6.1392217,15.84153,-5.8779454,-14.3537,-16.717617,8.142755,9.818819,-13.943055,12.504798,-4.248872,-3.251106,-5.2661886,20.68898,2.493777,5.7981157,-9.417142,19.491222,-13.400445,-3.8689303,13.045355,-25.330362,-6.0852733,-0.78585434,1.8973662,-2.8226025,13.250192,10.781961,16.50858,8.013723,-2.538023,5.3060517,20.846325,-12.4446335,-12.3964615,6.025728,4.183757,-34.863132,-4.8372936,26.62276,14.0846405,3.9663196,-15.661147,-12.303341
cell_471,-3.4493973,-3.4264278,-5.8843846,3.7845793,-0.16755533,-5.098519,1.7362835,-5.651706,0.94832385,-3.074756,-20.28061,-14.49285,6.1031857,2.9980786,-14.6585455,16.386951,4.84536,-11.769022,-0.43241742,18.199736,9.134558,11.001123,5.394249,21.542814,-15.039506,-8.928812,3.9737391,-18.57913,-1.8628364,-2.986861,8.069758,-2.8235347,9.879574,-1.5870402,12.205072,10.79582,2.52183,0.98687404,21.23813,-12.213053,-10.969227,-0.06598106,12.275832,-28.59086,-4.2271924,13.581892,5.3392606,4.4344435,-14.777032,-8.879485
cell_472,-1.6332136,-4.131015,-12.467118,8.624092,6.6531634,-5.1160398,0.9716057,-8.839547,6.3487563,-3.22152,-23.846928,-15.955842,11.616871,6.9517145,-16.201448,16.226809,3.2829664,-6.2789536,-1.5705457,20.728632,9.751677,10.230296,1.016011,21.008802,-15.853188,-11.504022,6.2406693,-20.989937,1.8189875,-1.9593817,9.454205,-4.7129035,15.192035,1.0569127,17.924006,12.2047825,3.9861925,0.491802,21.8205,-12.622223,-14.881539,0.55021375,13.188258,-34.77825,-4.0021634,20.469786,7.894177,4.6075835,-16.657497,-7.2362113
cell_473,-8.808572,-5.0148787,-8.708498,-2.3986526,4.3513165,-1.5230708,-1.7608094,-3.968125,6.459583,-4.2782674,-8.390213,-14.770502,2.401182,2.9468777,-12.823493,11.292748,4.621845,-5.9339437,-6.044559,18.347168,0.30466908,3.1293473,-10.230121,19.68389,-10.515034,-5.4340324,11.474701,-20.117546,-3.2355483,-2.1722047,-1.0774559,-0.4450654,8.043849,4.6639376,10.114297,8.392122,-4.6432724,0.32394493,20.053484,-9.850479,-10.074924,4.2622046,-0.4366609,-24.889246,-6.253032,15.485309,8.621352,1.2195781,-13.685738,-10.41777
cell_474,-10.037282,-4.812455,-8.928549,-1.4971697,2.2790053,-3.4806156,-2.9284835,-4.95725,8.546837,-3.8673158,-7.8857408,-16.308268,5.796015,7.3366838,-16.479273,10.867614,3.8411107,-10.776768,-6.993283,21.863794,4.7783055,1.5242366,-11.379838,21.461723,-11.877487,-7.355438,12.308853,-22.648325,-4.9360766,-4.8449526,-3.3576224,0.12916921,11.194656,5.150523,10.051424,9.349375,-5.263494,-0.21990749,19.999449,-10.257176,-11.971542,7.3637853,-1.2489841,-30.197958,-13.401755,18.492996,10.403767,2.6406615,-15.621079,-11.056562
cell_475,-7.6635547,-4.472993,-10.249442,-1.5772567,2.6693735,-4.5465784,-0.6040809,-3.75677,3.8523905,-1.0833155,-7.559986,-16.713217,3.6350996,4.2099524,-11.371173,7.431928,7.2706223,-7.0513554,-1.2038298,18.10673,0.47009203,3.9063027,-12.602682,18.944374,-11.429164,-6.3047075,13.460927,-16.677065,-0.2937716,-2.956157,-2.303302,0.3045659,9.527491,3.91245,10.188694,10.444511,-4.040253,-0.22942331,19.12995,-8.793829,-12.565807,4.2558045,0.41176826,-21.285416,-9.011863,14.673664,5.9631886,1.4443189,-13.304021,-8.8370285
cell_476,-4.43564,-7.213204,-17.169664,7.89764,12.17319,-5.4488473,-2.745975,-8.431176,6.864975,0.55545175,-14.770856,-12.7697525,13.628181,7.2014065,-11.573215,11.109374,-4.52132,-0.48344618,-2.3678277,18.928263,5.207844,12.654862,-6.1129594,14.370427,-13.401937,-9.388077,12.562237,-21.755184,2.2310624,-0.25473273,3.5759366,-8.086196,12.0356,8.585139,15.411358,12.396733,2.3487484,1.4236676,18.498228,-10.383894,-19.170544,4.088513,7.138888,-30.886251,-2.4254713,23.811035,9.36731,1.8601145,-16.75934,-8.449623
cell_477,-10.514652,-5.7959695,-9.593744,-2.5349054,-1.4427125,-0.5057017,-2.9110787,-3.43582,7.544192,-5.5018973,-8.364526,-16.342308,2.4371705,4.741851,-16.572012,12.951312,5.0041404,-10.579151,-5.539359,24.62752,4.647907,2.5057948,-13.003359,19.796518,-12.691861,-5.438047,12.393012,-20.360903,-5.88883,-3.5738847,-0.002538419,0.37244335,7.9825063,5.620579,10.9409,10.037987,-2.7960372,2.42727,20.461248,-9.451998,-11.157208,5.875861,-0.4265281,-27.283676,-12.831421,19.741781,10.265895,1.365117,-15.988553,-13.004003
cell_478,-7.366739,-4.02405,-10.826008,2.7513018,3.7687883,-1.2540929,-1.538574,-2.7791135,7.43924,-3.9090676,-11.900371,-19.702642,2.987558,4.2646337,-15.008454,10.596623,4.9956694,-8.1734,-6.7233257,20.563162,1.9031765,2.9690747,-12.020918,19.67604,-11.282437,-5.71756,11.977933,-20.447556,-3.435619,-0.07707285,-0.2789135,2.8263953,10.13942,2.5898361,13.742449,8.993506,-4.827814,3.2058642,21.08435,-12.80164,-9.810967,2.4299061,-0.117490076,-27.04502,-7.433096,18.22782,8.6468525,2.1520467,-14.9460535,-7.712245
cell_479,-8.320473,-5.4969196,-9.907005,-2.5636964,-0.1539179,-1.8253088,-1.01093,-4.1190987,6.4265776,-3.85858,-7.1138973,-16.687893,3.5855713,6.011644,-13.451823,9.941165,7.271156,-8.255938,-3.0292957,21.932112,2.139147,1.5952824,-13.934881,18.075565,-11.5491905,-5.2920103,13.026081,-16.852795,-3.0784411,-3.5848606,-0.7882317,0.71904945,9.9502735,5.3599653,10.420182,10.686503,-3.6771789,0.20156214,18.485878,-7.4242144,-11.157353,5.707017,0.7432288,-23.474775,-12.689957,16.769003,8.188045,1.3097703,-14.254123,-11.214043
cell_480,-5.4556804,-5.26028,-12.72398,7.3555202,10.74079,-8.869928,-0.6787569,-9.7224,3.5831306,3.030558,-17.861872,-13.746373,14.276002,7.6011405,-13.110682,10.193118,-5.7764297,-5.561594,0.4708703,15.397444,9.806994,13.905515,1.4689661,18.114147,-14.42941,-9.801467,9.964643,-23.7326,2.5570407,-3.0887868,1.0725329,-7.9030976,11.653863,5.917768,12.929477,11.976895,2.1615248,1.0402313,20.123114,-15.589269,-18.481627,5.1461954,8.400452,-31.548471,-3.4719326,19.545181,7.3949327,3.5287325,-16.760647,-7.9543624
cell_481,-10.229686,-6.193598,-7.539742,0.32555738,3.0167801,0.23011382,-0.20571642,-7.0902224,10.338646,-4.461289,-12.309213,-13.793007,4.2837353,5.9958735,-15.453736,13.436933,1.0097669,-8.186751,-5.9422474,19.626785,7.5222106,3.8216643,-6.287111,19.053871,-13.058261,-4.1727,7.904462,-23.003506,-6.272709,-3.6290228,0.97264224,-0.82304597,8.480101,5.2459955,9.881094,7.0790906,-4.889022,3.2835093,18.471052,-13.333812,-8.834999,7.125389,2.6687346,-29.521292,-9.930048,19.209938,11.942815,5.0765314,-14.949746,-13.208849
cell_482,-7.140154,-3.823892,-8.098639,0.59980065,2.4319513,-0.6518866,-2.8403497,-2.9687355,8.774649,-5.267755,-13.351774,-16.357489,4.6185937,5.934612,-14.501298,12.069399,1.6918416,-9.362609,-5.736091,19.814592,3.7929707,2.7766066,-8.002349,20.40463,-10.233006,-4.3202844,9.793312,-22.823092,-6.0457897,-3.299584,1.694752,-0.4444847,11.463747,5.7157273,10.313534,8.542596,-3.6320148,1.6236359,20.195253,-10.6420145,-8.581284,5.0442357,2.1939518,-30.277946,-6.76109,17.48036,11.182786,3.413092,-13.652213,-12.481157
cell_483,-7.2800007,-6.1974325,-16.723825,10.192703,12.452317,-0.8953104,0.6322487,-7.394817,11.741899,-2.969708,-19.54194,-12.911808,11.119744,6.0122857,-13.571632,11.555559,-3.7934396,2.4965358,-2.6070082,17.041151,2.6012306,11.083553,-4.763733,16.53902,-15.494454,-6.2368803,10.208328,-24.564144,-0.5547364,0.32954746,4.97748,-5.99082,12.1565695,7.1468205,17.38083,9.112565,-1.863768,3.9828036,19.594097,-13.943533,-14.272705,1.7270385,10.056737,-31.15873,1.6267719,25.400467,11.824278,4.967543,-15.458884,-8.966473
cell_484,-7.194345,-5.7485576,-6.624392,-2.2863822,-1.5841502,3.2011065,1.0141107,-0.9609399,9.455059,-6.949305,-11.026549,-13.6412525,-0.4480502,4.4799914,-14.5529375,15.291771,5.612414,-9.920419,-7.733703,22.57713,4.0996504,-0.10037009,-10.733595,17.197384,-11.285426,-2.1861491,8.820933,-20.164808,-8.938754,-2.763248,5.392747,0.2104649,5.9851055,1.6445155,9.130551,5.494898,-2.454663,3.692024,17.120426,-11.579509,-5.039377,4.7307067,0.73997015,-26.10407,-8.685308,21.011074,11.445096,4.9982705,-11.449056,-13.536178
cell_485,-10.185201,-5.528481,-2.7708893,-6.1121836,-3.060611,0.6404377,-1.2314603,-3.6521723,8.749253,-8.608541,-11.227812,-11.903089,0.32037607,5.033285,-16.187832,14.060819,4.7998357,-10.428971,-7.6737895,20.116064,3.5238435,-2.334361,-8.103362,24.10064,-11.133248,-4.1475477,7.0372014,-23.146229,-7.967316,-6.2349906,0.396243,0.2185485,8.157501,3.8296788,6.356511,5.448893,-5.0025716,1.1403433,20.932133,-10.760069,-4.918641,6.125462,-0.1021622,-27.621826,-10.847173,17.270811,10.54789,4.0610814,-12.23489,-14.9212
cell_486,-11.250912,-4.456023,-12.493215,5.5039616,5.723692,-0.5309499,-1.3210505,-5.3619905,11.929878,-6.8006625,-18.0628,-14.140638,4.7465935,4.5515213,-15.604644,12.981366,-4.895685,-4.621754,-4.1047196,18.080023,2.0822139,8.4087,-4.152353,21.89448,-15.812992,-3.3366742,10.600968,-27.139757,-7.8402286,-1.0452265,1.8651838,-1.2942015,9.8906145,7.4052863,13.746011,7.7822323,-5.029374,6.739682,20.968754,-17.029036,-10.891292,5.368668,3.729325,-33.873722,-2.0987144,24.162712,13.18196,6.9452043,-15.65368,-12.863927
cell_487,-8.496424,-3.3196652,-5.9128413,-4.16988,-2.2521844,-4.9398785,-2.3846014,-4.156851,3.1498537,-3.0232294,-8.703111,-15.955749,3.1999378,2.8858514,-15.333948,10.812229,6.726256,-12.493962,-2.2895944,20.610708,6.235903,4.368799,-8.833914,18.965155,-13.936092,-5.627839,9.891625,-18.865923,-2.5531256,-5.300634,-0.16493616,2.3690872,7.2767544,3.1009095,8.118253,11.25319,-2.9415133,1.28955,19.086031,-9.623592,-11.781476,7.0789676,1.2778401,-23.388102,-13.28074,14.321285,5.129431,1.1191416,-16.721014,-11.132837
cell_488,-7.1186624,-5.418997,-5.7425704,-4.772619,3.8301702,-0.6164247,0.3309086,-2.683213,6.8930016,-4.9102793,-8.013513,-18.012905,2.1324654,4.775986,-11.9378605,10.790417,9.5991,-6.9351788,-5.506003,17.65823,-2.3453858,-1.657345,-13.806754,21.290844,-11.148406,-4.7555985,11.150444,-22.474855,-4.0364075,-4.9325924,-1.7432784,0.6283516,9.615828,3.3943264,9.365011,8.012033,-8.654566,0.49953875,20.685007,-9.097458,-7.360847,5.0510345,1.3572875,-22.97534,-8.7022705,13.94137,6.8738947,3.448089,-12.514485,-10.6576805
cell_489,-10.192271,-4.0448346,-9.468805,-1.0028564,1.4580299,0.79556996,-1.1661704,-5.9231167,7.905137,-5.622359,-11.060393,-17.016153,2.72726,6.01855,-14.6379385,10.207611,2.6478868,-8.203348,-4.966638,18.628817,2.2141328,2.9165776,-9.80169,19.84429,-10.951664,-3.1558037,11.649862,-19.151651,-4.177,-1.9727753,-0.9677421,0.26642016,8.877037,6.239699,10.386981,9.861442,-4.247605,2.2025347,20.70983,-12.714173,-8.770279,6.325562,0.4363623,-25.053612,-8.455125,15.992475,9.486157,1.5273683,-13.417588,-10.900803
cell_490,-9.887849,-7.082477,-12.212981,0.82687074,5.688988,-0.98499817,-2.2306764,-6.2428374,9.131751,-4.107474,-11.454749,-16.64046,4.717061,5.3611064,-13.103123,11.478759,-0.022630926,-4.684378,-7.2667127,20.982063,-1.0982797,7.1637316,-10.479523,20.896948,-12.056914,-5.178659,14.304868,-22.6442,-3.9667323,-1.2128545,-1.0435904,-3.3633742,9.708655,7.9404197,14.428575,10.589674,-4.6054573,2.5291257,22.03523,-11.7180195,-13.897017,6.0634384,2.1449003,-28.818054,-5.8245077,20.352573,11.94711,1.0038855,-14.801629,-12.117464
cell_491,-11.783103,-7.0136194,-10.518971,3.427586,5.2858596,-3.5976975,-4.4558268,-6.900201,9.368411,-3.0954542,-14.482111,-11.007868,7.832592,5.9695454,-14.525812,10.920872,-5.533727,-4.093856,-3.0491261,18.955042,6.373461,7.877319,-4.9261446,19.233559,-13.70198,-2.698689,10.579651,-27.639364,-5.0991187,-2.0490572,0.5766448,-4.054958,8.883334,10.6809435,9.320854,9.149603,-3.761457,5.6135135,19.513783,-12.474874,-13.079017,7.641257,2.4363837,-31.862488,-5.1683702,24.609156,12.091827,5.1927137,-16.937906,-15.050265
cell_492,-1.8297082,-4.353655,-16.496693,11.670857,11.340753,-4.490903,1.1952466,-8.240383,8.134988,-1.4463085,-23.192265,-14.612092,13.3005905,8.070937,-13.646314,15.431092,-3.1183038,-1.2733804,0.5937199,19.617018,8.174846,12.349689,0.7529581,16.206995,-14.029666,-8.659785,9.163299,-20.827436,1.463486,-0.16766946,9.724066,-7.4620547,14.323074,4.9297976,19.154049,11.158599,6.295313,2.0811136,18.620926,-13.484567,-15.75108,1.0627307,12.41263,-34.88258,0.42330056,24.43321,10.090628,3.9676514,-16.085783,-8.152044
cell_493,-0.830158,-3.3797657,-9.628684,6.095843,3.1228838,-5.6176763,-2.059927,-3.2623436,2.3505912,-2.135488,-21.071905,-15.609822,9.574293,5.27062,-14.454291,14.320634,2.7051802,-9.225391,-1.9126145,19.945297,8.069671,9.911372,-0.3807508,19.98384,-12.968971,-8.86676,5.814942,-19.315584,-1.2860504,-1.1050574,10.06983,-2.804007,12.482284,-0.14148283,14.787954,12.852066,4.213758,-0.5348729,22.824593,-9.821591,-11.79798,-1.5129434,13.3598385,-30.564434,-3.997989,18.435492,4.084136,2.3984563,-17.012486,-6.0592937
cell_494,-0.6886651,-2.5079386,-16.720402,11.041318,5.5969524,-7.8751388,0.19003697,-5.5052795,2.1623578,-0.9900954,-21.844122,-15.963769,14.89257,7.543068,-15.467633,15.937682,-0.18125163,-9.022051,1.8660398,22.04261,10.523323,15.827647,1.9985532,17.089815,-16.166088,-12.262668,9.945985,-18.878723,-0.14807513,-1.7378063,9.842603,-6.095056,14.717834,1.4657687,16.597464,15.302374,7.7118235,-1.1364236,20.499067,-11.890324,-18.172853,0.013148627,15.9303,-34.872078,-4.677249,21.728998,6.4194274,3.4124038,-18.786774,-5.7419057
cell_495,-9.341941,-4.1626883,-12.104198,0.84683484,4.259439,0.43459892,-1.391609,-4.1897078,10.144014,-5.9219866,-11.281744,-15.045834,3.3503773,4.8107767,-14.070664,11.4557085,2.7371328,-4.531558,-6.9280376,19.75967,0.77692103,4.490623,-11.301593,18.911121,-12.05038,-5.1576433,11.992541,-19.968407,-4.0924287,-0.812647,1.2690758,-0.78075475,9.167455,5.512436,12.375807,9.057458,-3.8637266,2.1840403,20.110847,-11.516708,-10.914416,5.535986,1.9378982,-27.143654,-6.018233,20.293451,10.707005,2.1335318,-14.070243,-10.52277
cell_496,-10.180587,-4.241889,-12.218842,1.5912927,6.487154,1.7113799,-1.2085686,-5.092367,11.803222,-5.4116974,-11.011295,-17.936857,3.61611,5.784085,-12.957077,11.534744,1.1363474,-3.815412,-6.873629,19.426163,-0.629538,5.0274744,-11.062492,18.92333,-10.932363,-3.1000159,13.611905,-20.96233,-4.0017333,-0.5245953,0.40970784,-1.5875454,9.856447,8.349466,14.239821,8.184947,-4.064405,2.9554894,20.455698,-11.970194,-10.766188,5.8805013,1.6912777,-27.614937,-3.6161351,19.705496,12.532101,0.6316339,-12.86542,-11.911369
cell_497,-7.821183,-5.8293056,-9.054337,-0.050774414,3.366266,2.268787,-1.3249767,-2.2179615,9.685417,-6.9741344,-11.370847,-13.076436,1.4592111,3.135513,-14.0331545,15.422827,0.7333273,-5.7843075,-6.791251,19.525541,2.6836746,2.5398622,-9.007886,17.61636,-12.074923,-4.9716783,8.190111,-22.051718,-7.3687296,-1.7292413,3.4559197,-0.77779675,6.8026924,5.117286,11.34858,5.875337,-2.6045573,4.992624,18.445421,-12.019241,-7.246791,3.9264913,0.2890732,-28.400158,-4.9084077,20.573832,10.828563,4.2859435,-13.841628,-12.5341425
cell_498,-8.557497,-6.8368607,-18.207039,9.412219,13.156187,-6.601534,-2.0022414,-10.168609,9.049824,1.3676465,-16.520794,-13.970622,14.24714,9.012326,-13.983976,8.397947,-5.546178,0.5258113,-1.5464382,18.40915,4.424309,11.8515415,-6.0654516,18.18803,-13.951382,-7.478675,14.120723,-23.636528,2.1485167,-0.24553524,0.27965745,-6.979188,13.468321,9.019105,17.041447,12.119695,-0.3506534,0.9021356,20.084545,-13.438315,-18.825048,4.233583,6.297199,-32.273945,-3.1503382,25.941517,10.544107,2.2986577,-17.34011,-7.847778
